cod_ibge,nome_municipio,cod_microrregiao,nome_microrregiao,cod_mesorregiao,nome_mesorregiao,deng_2010,deng_2011,deng_2012,deng_2013,deng_2014,deng_2015,deng_2016,deng_2017,deng_2018,deng_2019,leiv_2010,leiv_2011,leiv_2012,leiv_2013,leiv_2014,leiv_2015,leiv_2016,leiv_2017,leiv_2018,leiv_2019,lept_2010,lept_2011,lept_2012,lept_2013,lept_2014,lept_2015,lept_2016,lept_2017,lept_2018,lept_2019,ltan_2010,ltan_2011,ltan_2012,ltan_2013,ltan_2014,ltan_2015,ltan_2016,ltan_2017,ltan_2018,ltan_2019,mala_2010,mala_2011,mala_2012,mala_2013,mala_2014,mala_2015,mala_2016,mala_2017,mala_2018,mala_2019
353050,Mococa,35030,São João da Boa Vista,3507,Campinas,78,86,2,589,459,3392,268,20,31,494,0,0,0,0,0,0,0,0,0,0,8,3,1,2,1,0,4,2,5,3,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1
353060,Mogi das Cruzes,35062,Mogi das Cruzes,3515,Metropolitana de São Paulo,45,14,4,33,118,885,262,10,7,164,0,0,0,0,0,1,0,0,0,0,54,45,30,32,23,16,22,15,21,9,0,0,1,0,1,0,0,0,0,1,2,1,20,0,0,0,2,0,0,0
353070,Mogi Guaçu,35031,Mogi Mirim,3507,Campinas,817,349,23,335,1180,9190,150,44,39,3030,0,0,0,1,0,0,1,0,1,0,9,4,1,4,1,3,9,16,33,39,2,3,0,2,3,1,3,2,1,1,1,3,0,0,0,0,0,1,0,0
353080,Mogi Mirim,35031,Mogi Mirim,3507,Campinas,412,1399,27,166,1119,2080,185,90,49,1801,0,0,0,0,0,0,0,1,2,0,12,2,3,8,0,4,10,7,5,4,1,2,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,1,0
353090,Mombuca,35028,Piracicaba,3506,Piracicaba,1,0,0,80,1,28,3,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353100,Monções,35007,Nhandeara,3501,São José do Rio Preto,91,0,1,30,9,61,65,0,4,104,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
353110,Mongaguá,35056,Itanhaém,3514,Litoral Sul Paulista,141,120,18,170,290,891,40,12,12,452,0,0,0,0,0,0,0,1,0,0,4,3,10,9,5,11,10,5,9,3,1,0,1,0,7,20,5,0,0,0,0,0,1,0,0,0,0,0,0,0
353120,Monte Alegre do Sul,35033,Amparo,3507,Campinas,8,0,0,5,10,128,17,6,9,11,0,0,0,0,0,0,0,0,0,0,3,3,1,2,3,5,4,3,4,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
353130,Monte Alto,35013,Jaboticabal,3502,Ribeirão Preto,533,163,5,139,25,328,76,14,53,693,0,0,0,0,0,0,0,0,0,0,10,2,6,5,15,15,9,8,15,3,0,0,2,3,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
353140,Monte Aprazível,35007,Nhandeara,3501,São José do Rio Preto,246,88,11,272,118,604,202,8,14,1138,0,0,1,0,0,0,0,0,3,1,1,0,2,3,0,1,2,0,1,5,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0
353150,Monte Azul Paulista,35013,Jaboticabal,3502,Ribeirão Preto,258,17,6,426,29,423,596,10,3,635,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,1,0,1,2,1,0,0,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0
353160,Monte Castelo,35034,Dracena,3508,Presidente Prudente,20,1,4,15,7,41,11,3,1,79,2,0,1,6,1,1,1,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0
353180,Monte Mor,35032,Campinas,3507,Campinas,63,24,6,98,355,1070,49,6,1,334,0,0,1,0,0,0,0,1,0,0,2,3,6,6,2,13,7,5,6,5,2,0,0,0,1,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0
353190,Morro Agudo,35010,São Joaquim da Barra,3502,Ribeirão Preto,195,121,102,1586,21,78,120,5,5,2312,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353205,Motuca,35024,Araraquara,3505,Araraquara,33,5,2,7,43,21,18,1,58,147,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353210,Murutinga do Sul,35016,Andradina,3503,Araçatuba,6,11,3,62,5,105,73,1,18,165,0,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
353220,Narandiba,35036,Presidente Prudente,3508,Presidente Prudente,2,0,16,11,18,19,30,0,0,71,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353230,Natividade da Serra,35053,Paraibuna/Paraitinga,3513,Vale do Paraíba Paulista,7,13,6,0,28,7,6,8,4,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
353240,Nazaré Paulista,35048,Bragança Paulista,3512,Macro Metropolitana Paulista,4,1,0,1,26,78,41,3,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,3,6,0,1,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0
353250,Neves Paulista,35007,Nhandeara,3501,São José do Rio Preto,160,11,2,246,12,798,80,9,88,689,0,0,0,1,0,2,0,0,12,3,0,2,0,2,1,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
353260,Nhandeara,35007,Nhandeara,3501,São José do Rio Preto,119,8,4,17,84,77,26,1,4,436,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0
353270,Nipoã,35007,Nhandeara,3501,São José do Rio Preto,33,3,0,43,6,167,17,1,0,39,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
353280,Nova Aliança,35004,São José do Rio Preto,3501,São José do Rio Preto,92,27,0,269,7,178,145,21,17,687,0,0,0,0,1,0,0,1,0,0,0,0,2,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
353284,Nova Canaã Paulista,35001,Jales,3501,São José do Rio Preto,13,19,2,8,5,305,13,10,2,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353286,Nova Castilho,35006,Auriflama,3501,São José do Rio Preto,43,0,0,0,1,0,32,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353290,Nova Europa,35024,Araraquara,3505,Araraquara,141,12,2,140,26,58,33,8,12,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
353300,Nova Granada,35004,São José do Rio Preto,3501,São José do Rio Preto,889,10,12,158,1,190,117,11,16,576,0,3,0,1,2,2,1,1,1,5,0,1,2,2,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,0,0,2
353310,Nova Guataporanga,35034,Dracena,3508,Presidente Prudente,1,0,20,3,1,79,2,0,0,46,1,0,4,2,0,1,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
353320,Nova Independência,35016,Andradina,3503,Araçatuba,7,5,4,74,10,58,40,0,9,174,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353325,Novais,35005,Catanduva,3501,São José do Rio Preto,1,48,46,5,7,189,8,3,1,64,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353330,Nova Luzitânia,35006,Auriflama,3501,São José do Rio Preto,24,1,52,8,13,21,5,8,8,121,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353340,Nova Odessa,35032,Campinas,3507,Campinas,384,76,11,199,630,2866,145,8,10,1191,0,0,0,0,0,1,0,0,0,0,5,12,5,3,9,6,4,3,4,9,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
353350,Novo Horizonte,35008,Novo Horizonte,3501,São José do Rio Preto,132,53,5,57,21,355,59,26,10,793,1,1,0,0,0,0,0,0,1,0,0,5,1,2,2,1,0,3,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
353360,Nuporanga,35010,São Joaquim da Barra,3502,Ribeirão Preto,48,20,0,99,3,181,247,0,5,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353390,Olímpia,35004,São José do Rio Preto,3501,São José do Rio Preto,364,70,72,657,135,543,212,18,122,3514,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,1,5,2,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0
353400,Onda Verde,35004,São José do Rio Preto,3501,São José do Rio Preto,16,2,5,26,2,754,28,0,5,238,0,0,1,0,0,0,0,0,1,1,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0
353410,Oriente,35038,Marília,3509,Marília,3,19,0,8,11,219,14,1,5,79,0,0,0,0,0,0,0,1,2,2,1,1,2,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
353420,Orindiúva,35004,São José do Rio Preto,3501,São José do Rio Preto,24,5,11,29,1,107,6,3,2,558,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353430,Orlândia,35010,São Joaquim da Barra,3502,Ribeirão Preto,427,195,18,530,37,506,795,9,32,834,0,0,1,0,1,0,0,0,0,1,1,2,0,0,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353440,Osasco,35057,Osasco,3515,Metropolitana de São Paulo,640,712,84,228,6589,2465,770,19,30,538,3,1,0,1,0,0,3,3,0,4,49,59,51,51,65,35,32,22,33,25,2,0,2,0,2,5,1,1,1,2,4,5,7,3,3,1,0,2,2,3
353460,Osvaldo Cruz,35035,Adamantina,3508,Presidente Prudente,825,16,1,1232,17,835,208,1,2,1168,16,7,8,12,17,7,8,9,5,11,1,1,0,0,0,3,2,2,1,6,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0
353470,Ourinhos,35040,Ourinhos,3510,Assis,63,634,4,117,217,6260,91,14,24,337,0,1,1,0,0,0,0,1,0,0,1,3,5,6,3,18,2,3,3,6,1,1,3,1,1,2,0,2,1,2,1,2,0,3,0,1,0,0,0,0
353475,Ouroeste,35002,Fernandópolis,3501,São José do Rio Preto,35,10,1,98,36,250,96,20,8,364,0,0,0,2,0,1,0,1,3,4,0,1,3,1,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
353480,Ouro Verde,35034,Dracena,3508,Presidente Prudente,57,9,2,38,34,167,12,0,2,163,0,2,7,8,2,4,2,6,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0
353490,Pacaembu,35035,Adamantina,3508,Presidente Prudente,12,2,7,149,18,175,51,0,2,207,9,6,4,3,2,2,1,3,3,2,0,1,0,0,0,1,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353500,Palestina,35004,São José do Rio Preto,3501,São José do Rio Preto,121,7,1,38,11,334,69,6,149,1046,0,0,1,0,0,0,0,0,1,0,0,1,2,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353510,Palmares Paulista,35005,Catanduva,3501,São José do Rio Preto,19,2,1,115,5,464,16,6,5,265,1,0,0,1,0,1,0,0,1,0,1,2,0,0,1,2,0,1,2,0,1,0,0,8,3,4,0,1,1,3,0,0,0,0,0,0,0,0,0,0
353520,Palmeira d'Oeste,35001,Jales,3501,São José do Rio Preto,87,15,13,35,58,75,47,1,6,178,0,0,1,2,1,0,0,0,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353530,Palmital,35039,Assis,3510,Assis,79,29,5,24,79,569,22,4,6,95,0,0,0,0,0,0,0,0,0,0,9,6,5,7,7,2,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353540,Panorama,35034,Dracena,3508,Presidente Prudente,44,65,2,220,32,200,63,1,6,592,10,2,3,7,2,4,8,7,9,5,1,1,0,1,1,1,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353550,Paraguaçu Paulista,35039,Assis,3510,Assis,123,17,1,1255,174,4687,78,23,4,1596,0,0,0,0,0,0,1,2,0,0,0,0,20,5,3,4,10,4,9,7,2,1,2,1,0,3,2,0,0,0,2,0,1,0,0,1,0,0,1,1
353560,Paraibuna,35053,Paraibuna/Paraitinga,3513,Vale do Paraíba Paulista,2,4,3,3,6,170,18,3,5,21,0,0,0,0,0,0,0,0,0,0,2,3,2,4,13,2,1,1,4,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
353570,Paraíso,35005,Catanduva,3501,São José do Rio Preto,3,2,3,15,8,87,10,0,2,40,0,0,1,0,0,0,0,1,0,0,0,1,2,0,2,1,0,0,0,3,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
353580,Paranapanema,35022,Avaré,3504,Bauru,4,2,0,0,1,102,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
353590,Paranapuã,35001,Jales,3501,São José do Rio Preto,13,2,0,10,40,360,48,9,31,136,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353600,Parapuã,35035,Adamantina,3508,Presidente Prudente,174,54,22,243,33,446,18,1,4,279,0,5,1,0,1,0,0,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
353620,Pariquera-Açu,35055,Registro,3514,Litoral Sul Paulista,23,84,2,1011,19,139,23,3,4,8,0,0,0,1,0,0,0,0,0,0,6,5,12,32,37,18,15,13,10,8,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0
353625,Parisi,35003,Votuporanga,3501,São José do Rio Preto,65,11,0,5,148,42,28,0,5,121,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
353630,Patrocínio Paulista,35012,Franca,3502,Ribeirão Preto,6,1,2,33,20,137,178,9,2,321,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
353640,Paulicéia,35034,Dracena,3508,Presidente Prudente,14,0,15,33,64,205,16,0,2,216,2,1,1,1,0,2,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
353650,Paulínia,35032,Campinas,3507,Campinas,252,230,221,752,1020,3714,170,21,20,967,0,0,1,0,0,0,0,0,0,0,40,47,48,66,70,69,46,40,91,65,2,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0
353660,Paulo de Faria,35004,São José do Rio Preto,3501,São José do Rio Preto,52,105,2,75,4,143,62,16,4,813,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353670,Pederneiras,35021,Jaú,3504,Bauru,44,16,18,112,74,707,141,0,5,1204,0,0,0,0,1,1,0,1,1,0,1,1,2,0,2,0,8,3,1,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
353690,Pedranópolis,35002,Fernandópolis,3501,São José do Rio Preto,15,7,1,60,30,39,14,0,2,35,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
353710,Pedreira,35032,Campinas,3507,Campinas,53,14,0,88,1368,394,38,16,29,2720,0,0,0,0,0,0,0,0,0,0,9,10,3,4,10,7,8,13,28,37,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
353715,Pedrinhas Paulista,35039,Assis,3510,Assis,1,1,0,19,11,74,0,4,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
353720,Pedro de Toledo,35056,Itanhaém,3514,Litoral Sul Paulista,69,0,1,317,3,202,5,5,1,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,2,1,3,8,6,2,1,1,2,2,7,2,1,1,0,0,0,0,0,0,0,0,0,0
353730,Penápolis,35018,Birigui,3503,Araçatuba,1468,29,70,397,292,3044,161,46,13,2250,6,6,16,13,10,8,6,13,14,16,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,2,1,0,0,3
353740,Pereira Barreto,35016,Andradina,3503,Araçatuba,428,68,44,368,39,365,204,7,240,686,7,2,3,4,1,1,2,2,3,9,0,0,1,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353750,Pereiras,35043,Tatuí,3511,Itapetininga,10,1,0,0,5,25,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
353760,Peruíbe,35056,Itanhaém,3514,Litoral Sul Paulista,688,133,7,1037,316,2280,131,13,16,422,0,0,0,0,1,0,0,0,0,0,10,23,7,9,5,4,4,3,13,23,0,0,0,0,0,0,2,1,0,2,1,3,0,0,1,0,1,1,0,0
353770,Piacatu,35018,Birigui,3503,Araçatuba,9,0,1,3,50,25,22,1,1,146,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,2,0,0,0,1,0,0,0,0,0,0
353780,Piedade,35045,Piedade,3512,Macro Metropolitana Paulista,9,7,8,18,6,195,12,0,0,8,0,0,0,0,0,0,0,0,0,0,4,8,9,15,27,16,2,3,11,3,1,0,0,0,0,1,3,1,2,2,0,0,2,1,0,0,0,0,0,0
353790,Pilar do Sul,35045,Piedade,3512,Macro Metropolitana Paulista,2,0,1,26,2,41,4,4,1,10,0,0,0,0,0,0,0,0,0,1,0,3,2,3,2,0,2,1,2,2,1,0,0,0,0,6,0,0,1,0,0,0,1,0,0,0,0,1,0,0
353800,Pindamonhangaba,35050,São José dos Campos,3513,Vale do Paraíba Paulista,61,1199,53,726,2890,951,415,39,41,196,0,0,0,0,0,0,1,1,0,0,10,2,3,4,14,12,17,11,8,17,0,1,0,0,1,5,3,0,2,0,0,0,1,0,2,0,0,0,1,1
353810,Pindorama,35005,Catanduva,3501,São José do Rio Preto,48,3,3,183,14,581,6,14,16,316,0,1,0,0,1,0,0,0,1,0,4,10,3,0,1,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
353820,Pinhalzinho,35033,Amparo,3507,Campinas,5,0,1,1,7,28,11,1,2,13,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,4,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353830,Piquerobi,35036,Presidente Prudente,3508,Presidente Prudente,6,4,10,0,3,9,42,1,0,14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353850,Piquete,35051,Guaratinguetá,3513,Vale do Paraíba Paulista,1,20,11,82,5,138,11,0,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
353860,Piracaia,35048,Bragança Paulista,3512,Macro Metropolitana Paulista,4,5,0,11,18,693,5,4,12,8,0,0,0,0,0,0,0,0,0,0,3,3,1,2,0,5,2,4,16,3,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
353870,Piracicaba,35028,Piracicaba,3506,Piracicaba,801,724,3060,2806,932,3734,2325,63,13,4099,0,0,0,1,0,1,0,1,0,0,105,96,76,115,122,124,119,135,88,116,5,6,4,0,2,1,1,0,1,2,5,4,1,1,4,2,1,2,0,1
353880,Piraju,35040,Ourinhos,3510,Assis,8,7,2,2,4,68,8,1,3,21,0,0,0,0,0,0,0,0,0,0,7,7,3,6,5,3,2,0,1,1,1,1,0,6,1,1,4,4,0,3,0,0,0,0,0,0,0,0,0,0
353890,Pirajuí,35020,Bauru,3504,Bauru,17,13,0,308,16,1524,78,3,2,1010,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353900,Pirangi,35013,Jaboticabal,3502,Ribeirão Preto,105,10,1,64,39,956,82,6,37,80,0,0,0,1,0,0,0,0,0,0,1,4,1,2,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
353910,Pirapora do Bom Jesus,35057,Osasco,3515,Metropolitana de São Paulo,6,156,5,10,77,301,29,14,3,26,0,0,0,0,0,0,1,0,0,0,7,9,3,2,5,1,0,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
353920,Pirapozinho,35036,Presidente Prudente,3508,Presidente Prudente,17,5,3,40,26,1573,142,1,0,334,1,1,1,0,0,2,3,4,4,1,2,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,0,1,1,0,0,0,0
353930,Pirassununga,35029,Pirassununga,3507,Campinas,252,249,8,222,104,4329,104,2,5,286,0,0,0,0,0,0,0,0,0,0,1,5,9,11,2,2,5,4,2,2,0,0,2,2,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0
353940,Piratininga,35020,Bauru,3504,Bauru,12,21,0,77,0,427,32,3,4,674,5,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353950,Pitangueiras,35013,Jaboticabal,3502,Ribeirão Preto,402,198,97,702,47,283,468,63,551,86,0,2,0,0,0,0,0,1,0,0,1,2,4,0,3,3,2,3,4,2,2,1,2,0,1,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0
353960,Planalto,35004,São José do Rio Preto,3501,São José do Rio Preto,32,5,1,302,35,321,63,6,6,149,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
353970,Platina,35039,Assis,3510,Assis,3,0,0,31,9,37,3,3,1,19,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353980,Poá,35062,Mogi das Cruzes,3515,Metropolitana de São Paulo,29,14,6,11,26,399,201,59,19,306,0,0,0,0,0,0,0,0,1,0,24,25,10,11,9,11,19,7,7,13,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
353990,Poloni,35007,Nhandeara,3501,São José do Rio Preto,25,2,1,13,3,71,46,2,3,192,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
354000,Pompéia,35038,Marília,3509,Marília,29,4,0,94,106,897,9,1,1,290,0,0,0,1,5,6,3,8,4,0,1,0,1,1,5,4,2,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
354010,Pongaí,35020,Bauru,3504,Bauru,1,0,0,14,0,29,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354020,Pontal,35014,Ribeirão Preto,3502,Ribeirão Preto,1203,272,790,490,121,254,1015,8,7,98,0,0,0,1,0,0,0,1,1,0,0,2,0,4,1,1,0,3,1,5,0,0,0,0,1,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0
354025,Pontalinda,35001,Jales,3501,São José do Rio Preto,14,1,0,32,8,127,26,0,2,221,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
354030,Pontes Gestal,35003,Votuporanga,3501,São José do Rio Preto,57,4,5,244,46,123,41,1,4,138,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354040,Populina,35001,Jales,3501,São José do Rio Preto,4,0,0,136,2,119,80,0,1,39,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
354050,Porangaba,35043,Tatuí,3511,Itapetininga,2,0,0,1,17,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354060,Porto Feliz,35046,Sorocaba,3512,Macro Metropolitana Paulista,52,268,21,29,130,765,64,0,443,38,0,0,0,0,1,2,0,2,0,0,17,22,21,16,8,9,20,18,31,18,1,2,1,2,1,2,0,1,2,1,0,0,2,0,0,0,0,0,0,0
354070,Porto Ferreira,35029,Pirassununga,3507,Campinas,426,68,18,138,839,4505,243,34,32,248,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,0,0,3,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0
